"id","sentiment"
"8517_1",0.036865
"4883_3",0.0547295
"4273_4",0.0178751
"404_1",0.159386
"12108_10",0.987371
"10005_8",0.806517
"7140_4",0.133904
"258_8",0.76788
"6746_7",0.977397
"7189_2",0.364046
"11626_4",0.0928096
"10785_10",0.820951
"11007_1",0.164256
"8987_7",0.156725
"275_1",0.00236057
"2554_10",0.951743
"2682_1",0.0026646
"3797_1",0.00682024
"7383_1",0.952179
"9816_9",0.969996
"11057_8",0.996725
"11901_3",0.221773
"11501_3",0.645089
"11999_2",0.00199321
"740_3",0.00645223
"3109_8",0.988292
"2773_8",0.887467
"5725_4",0.010358
"4423_3",0.0776276
"4035_2",0.000734464
"6550_7",0.522323
"711_4",0.332605
"10773_4",0.0512987
"11202_1",0.00379824
"1054_2",0.00776902
"2207_10",0.993458
"9809_4",0.117337
"11349_10",0.973175
"5195_4",0.793161
"6881_4",0.0941331
"7537_3",0.167965
"99_3",0.643843
"6589_9",0.999695
"11781_10",0.342852
"4337_3",0.0173625
"4928_10",0.99853
"6310_1",0.425151
"11867_8",0.938002
"9462_2",0.0788158
"12224_9",0.586982
"1195_3",0.00818882
"11324_10",0.988825
"11272_4",0.560683
"2461_7",0.99841
"4034_7",0.971607
"2340_10",0.999623
"9827_9",0.724826
"4660_4",0.308567
"2448_1",0.00670698
"7485_7",0.50466
"7003_10",0.898658
"6204_1",0.00809715
"1920_10",0.974583
"6824_1",0.0737099
"6668_10",0.986454
"7359_1",0.022588
"2753_4",0.170566
"7320_10",0.91953
"3661_10",0.977738
"1059_1",0.289358
"5067_10",0.973603
"5724_3",0.00627296
"11265_2",0.0598115
"11331_1",0.00244773
"5398_10",0.958898
"9328_2",0.0792163
"100_4",0.345762
"6118_10",0.929257
"320_3",0.0449518
"4395_10",0.982451
"7256_4",0.0976581
"3949_10",0.965284
"7097_1",0.458627
"6971_2",0.124208
"9855_2",0.0233825
"457_8",0.982623
"9929_7",0.939355
"9574_10",0.983723
"12261_4",0.235768
"5228_9",0.950987
"11684_2",0.208736
"7913_9",0.972547
"9595_3",0.0707478
"10501_10",0.634874
"10610_7",0.923878
"8573_7",0.174861
"1823_2",0.126792
"12070_4",0.378379
"6995_8",0.595802
"4929_1",0.0569928
"2555_4",0.0195313
"6583_7",0.897459
"2490_1",0.0020478
"8203_7",0.592241
"7861_3",0.034989
"2548_2",0.820435
"12291_7",0.971356
"756_1",0.0799808
"9275_7",0.970392
"9234_9",0.777991
"10598_10",0.858869
"8252_8",0.720189
"3585_2",0.0210575
"11561_1",0.0059868
"690_10",0.88916
"7203_10",0.948959
"11141_10",0.971556
"5583_10",0.970697
"7341_10",0.961282
"10623_8",0.862714
"868_4",0.0249793
"778_9",0.981119
"4653_10",0.797245
"7450_4",0.99858
"8836_8",0.84899
"226_9",0.8914
"464_10",0.986542
"2850_9",0.794154
"10242_8",0.949617
"2403_10",0.990905
"3397_10",0.97896
"1003_4",0.9514
"10940_10",0.809906
"3349_10",0.998974
"5909_1",0.182871
"12021_8",0.614973
"5019_1",0.209277
"1809_7",0.756102
"4435_10",0.955524
"10029_1",0.00671604
"8234_2",0.388992
"3760_1",0.105905
"10952_10",0.996472
"1487_9",0.990607
"46_10",0.998409
"4917_4",0.0248656
"2000_9",0.91957
"10974_2",0.0432905
"11275_8",0.519958
"1816_10",0.999507
"4848_3",0.814666
"11730_3",0.313633
"1903_10",0.997715
"12331_9",0.684733
"10360_9",0.880881
"9243_10",0.369517
"10115_8",0.991951
"11417_3",0.0242485
"6259_4",0.0469459
"316_10",0.944059
"1100_4",0.0771354
"7919_2",0.289774
"1871_2",0.000726589
"12488_8",0.980643
"10239_9",0.778414
"7832_2",0.00157084
"8808_1",0.0074959
"7241_2",0.00994668
"4412_2",0.154285
"807_10",0.889573
"9728_8",0.819214
"5665_2",0.237144
"491_2",0.0815953
"7938_1",0.293249
"3513_8",0.96113
"8942_1",0.00529649
"11520_7",0.945065
"11478_3",0.986612
"5627_10",0.27649
"3462_2",0.269883
"5161_10",0.90425
"6545_2",0.10357
"6513_4",0.959049
"3032_1",0.00186601
"7403_2",0.0287871
"11878_3",0.143456
"11348_8",0.981038
"4979_7",0.992773
"7131_1",0.000768127
"3972_3",0.136441
"2925_2",0.125795
"5346_3",0.000292278
"10709_3",0.0447852
"10999_2",0.0160384
"5974_10",0.979198
"9008_10",0.85813
"1324_10",0.998451
"10454_8",0.586455
"8336_8",0.740247
"5869_10",0.836393
"9922_3",0.00866029
"2081_2",0.130228
"5811_7",0.997501
"1619_10",0.707238
"5461_7",0.982857
"9152_2",0.0296206
"9071_8",0.982939
"4688_10",0.977647
"8956_10",0.998336
"1883_4",0.00348148
"5707_1",0.000653264
"7529_3",0.436333
"83_1",0.0411687
"10440_1",0.00113344
"3673_1",0.0102513
"6983_4",0.106485
"2546_4",0.178203
"6698_3",0.392496
"10689_3",0.12565
"9986_10",0.869717
"5614_10",0.424198
"10094_4",0.722922
"12468_10",0.990917
"3828_10",0.768522
"10524_2",0.0472266
"2016_2",0.0125474
"7583_4",0.580415
"4795_8",0.451646
"7564_3",0.199257
"1366_3",0.0147364
"508_4",0.275259
"9509_3",0.258113
"1587_3",0.00552272
"12376_4",0.218171
"2525_8",0.923711
"2877_2",0.527617
"9485_9",0.979665
"12023_8",0.768963
"11544_10",0.910018
"198_3",0.0702944
"4390_1",0.0268311
"993_8",0.930358
"7965_9",0.93581
"8865_1",0.00491628
"6638_1",0.0116329
"141_8",0.976801
"136_2",0.0060325
"3004_10",0.946805
"3457_9",0.895575
"11488_1",0.293655
"644_2",0.0537572
"8387_9",0.991626
"5026_3",0.549245
"8936_7",0.564074
"453_4",0.852154
"8547_3",0.0991826
"10542_4",0.0189938
"5231_9",0.837637
"9592_10",0.923571
"8591_7",0.98442
"6686_10",0.954637
"7246_10",0.988511
"2194_4",0.0584005
"11533_9",0.989998
"6109_10",0.896513
"9092_3",0.0687787
"11223_8",0.918131
"10829_9",0.995126
"9857_3",0.101304
"2223_10",0.952647
"8052_10",0.922731
"11604_3",0.564575
"4448_1",0.146669
"5394_8",0.683581
"10168_9",0.970545
"11943_4",0.2731
"7311_8",0.760167
"1362_9",0.716305
"9165_8",0.96523
"12294_10",0.976347
"6086_9",0.972893
"608_8",0.995535
"4592_10",0.972231
"708_10",0.943809
"6548_4",0.0906178
"7552_4",0.474492
"9263_8",0.811071
"5393_1",0.0474703
"220_10",0.946818
"10640_7",0.964185
"4086_10",0.878617
"11026_3",0.0198383
"12466_10",0.977053
"905_3",0.14419
"92_8",0.953612
"11362_10",0.966785
"5030_8",0.886703
"2909_7",0.140737
"8402_7",0.630567
"4046_10",0.866788
"4065_9",0.904299
"6460_4",0.375454
"11108_1",0.533913
"1139_1",0.0279753
"2457_3",0.0162432
"2675_7",0.362231
"9360_1",0.0336698
"5750_8",0.880959
"7125_2",0.0589063
"6637_8",0.953948
"3290_7",0.991453
"3979_8",0.0436581
"2100_1",0.00135226
"10836_1",0.0240681
"10904_3",0.00800381
"5226_7",0.936664
"22_8",0.873396
"2726_10",0.259233
"11405_8",0.981391
"11204_2",0.0486892
"6201_9",0.986141
"1653_10",0.745174
"9500_7",0.337274
"12104_7",0.993583
"1499_3",0.0313867
"1415_1",0.00382489
"11285_2",0.687729
"4481_1",0.72718
"10249_8",0.938469
"2391_9",0.993249
"2186_3",0.308822
"56_10",0.999543
"127_10",0.993531
"5509_9",0.666348
"9855_9",0.020485
"7522_10",0.880924
"11751_9",0.984227
"3330_3",0.159946
"4055_8",0.994316
"3694_3",0.351532
"6911_4",0.00468125
"9677_10",0.985518
"9706_1",0.0104743
"426_4",0.00836432
"2995_2",0.0285138
"7914_8",0.968708
"11344_9",0.986671
"680_8",0.901391
"2094_3",0.289251
"2009_9",0.999629
"7309_7",0.943115
"138_1",0.013464
"2689_9",0.992996
"6050_2",0.0264701
"8987_2",0.0315955
"2053_8",0.997762
"12245_4",0.0697507
"12020_10",0.0800673
"10364_10",0.850208
"11581_1",0.018689
"12079_10",0.936167
"6537_1",0.0110778
"2739_10",0.907307
"8719_1",0.262796
"9436_1",0.00347918
"5029_3",0.0282073
"8321_10",0.604853
"7135_9",0.835293
"9512_10",0.813713
"6397_7",0.0960515
"9457_9",0.819609
"7740_2",0.0487561
"10591_2",0.00744526
"9856_4",0.097076
"2456_1",0.861272
"10543_7",0.713957
"544_4",0.94011
"3679_10",0.985098
"9042_1",0.0396514
"5368_8",0.970873
"8276_3",0.0100978
"1984_2",0.00310026
"4205_7",0.188359
"5765_7",0.963872
"5202_1",0.00855895
"4127_4",0.619491
"12316_9",0.992453
"657_1",0.00823795
"12205_2",0.33089
"3426_10",0.984031
"5616_10",0.664931
"11644_3",0.23734
"795_10",0.439703
"12416_2",0.0120328
"115_3",0.0234812
"55_10",0.715359
"11187_10",0.41144
"9072_4",0.626096
"875_4",0.908488
"4196_1",0.0186224
"293_10",0.648806
"5564_1",0.00155922
"6811_8",0.575164
"9135_3",0.143944
"9964_8",0.878366
"981_9",0.420547
"8506_10",0.780731
"4459_9",0.928334
"7609_1",0.0013643
"6246_10",0.998041
"5989_4",0.0345073
"11839_10",0.889477
"9186_2",0.163074
"3411_10",0.888545
"8677_1",0.558223
"9125_4",0.823863
"2166_8",0.697671
"11827_4",0.26057
"2574_2",0.224449
"4789_4",0.616549
"1093_4",0.0309428
"8195_1",0.0793069
"11011_10",0.882036
"3944_9",0.964426
"10606_10",0.773166
"5029_7",0.0773813
"9496_8",0.495102
"9256_8",0.990323
"5640_3",0.113672
"8164_8",0.991045
"10413_3",0.0051099
"4838_2",0.0171104
"12265_9",0.973705
"6222_1",0.0129777
"883_8",0.894892
"395_8",0.332113
"1182_7",0.950152
"8701_7",0.695035
"8863_4",0.00319294
"10943_3",0.112814
"10692_10",0.707491
"11872_7",0.996194
"4729_9",0.994235
"920_10",0.970991
"9352_4",0.0178741
"10095_9",0.969533
"8986_2",0.114868
"7061_2",0.0506897
"2746_1",0.018952
"10359_8",0.707988
"6826_7",0.0691138
"7075_3",0.302649
"8237_10",0.944918
"9103_10",0.821464
"6538_9",0.346974
"3085_4",0.395546
"10759_9",0.424345
"12249_2",0.0145162
"6774_4",0.619548
"3564_2",0.334334
"144_2",0.00276039
"12112_3",0.0512339
"8166_10",0.977401
"10817_8",0.932616
"7462_10",0.581865
"7626_2",0.00490279
"8221_2",0.416371
"2528_10",0.251094
"6765_3",0.0661197
"1267_8",0.934183
"8257_10",0.53667
"11501_8",0.944902
"11196_10",0.997502
"10006_7",0.882692
"2104_2",0.00242785
"9067_8",0.416731
"4760_4",0.280661
"4372_7",0.630119
"3441_2",0.0127333
"10439_3",0.976439
"6604_1",0.0281018
"10689_10",0.96695
"11289_4",0.166826
"2051_7",0.748851
"42_10",0.998386
"1567_7",0.441399
"4890_9",0.850353
"2583_1",0.011941
"5376_2",0.00715815
"2539_10",0.970529
"390_4",0.166204
"11509_1",0.00154904
"7481_8",0.495208
"10840_2",0.00435344
"9433_1",0.536135
"7774_10",0.988655
"2654_7",0.196867
"9582_7",0.906601
"1780_3",0.198953
"4032_8",0.595988
"3130_9",0.99643
"1920_3",0.68817
"5056_7",0.488611
"4537_10",0.989642
"2505_1",0.209347
"3942_2",0.000943004
"483_2",0.157796
"2771_3",0.00674769
"4872_8",0.930734
"7897_1",0.0540004
"12039_8",0.911845
"11008_4",0.547104
"4090_7",0.928251
"3051_4",0.443367
"5700_1",0.0647129
"3498_10",0.642162
"5676_7",0.733198
"5565_1",0.00271147
"9347_10",0.753919
"4178_1",0.0529906
"6303_4",0.433074
"1579_7",0.369916
"5783_9",0.622822
"4001_8",0.972035
"11698_2",0.166866
"7029_3",0.0916825
"268_3",0.0433087
"7098_1",0.893481
"6608_9",0.994587
"1123_1",0.001634
"7523_10",0.673847
"10647_3",0.0566382
"12232_8",0.973298
"8103_4",0.17417
"7336_7",0.721984
"7049_8",0.986494
"9694_3",0.031276
"5894_3",0.0518826
"10981_4",0.0555714
"10104_10",0.966272
"5752_7",0.585141
"2622_2",0.35924
"11529_2",0.0258555
"5040_1",0.00474405
"1870_8",0.950331
"7368_3",0.0145973
"843_1",0.0472144
"4972_8",0.709528
"4615_9",0.992223
"8191_10",0.941542
"6940_10",0.0493373
"4924_4",0.154654
"10392_2",0.00511226
"3339_7",0.964951
"3594_10",0.981216
"10354_7",0.185539
"6594_10",0.9721
"11311_1",0.00519601
"4409_10",0.988816
"1669_4",0.732502
"7819_1",0.0173486
"6704_1",0.00246197
"667_10",0.413376
"6444_1",0.080361
"1223_3",0.0212564
"10089_9",0.994595
"6699_1",0.00128345
"814_7",0.266004
"2363_10",0.271704
"1697_2",0.184797
"6345_4",0.000935447
"10109_1",0.0620454
"4563_7",0.875285
"1924_1",0.0549676
"11416_2",0.0250457
"539_7",0.718667
"5937_9",0.984359
"1912_8",0.926023
"4135_3",0.297363
"4141_7",0.951633
"7217_2",0.111852
"5538_3",0.174383
"2657_10",0.890661
"6279_4",0.156644
"7706_1",0.00951563
"10409_10",0.770166
"6780_1",0.0632749
"6251_10",0.997262
"12227_1",0.0220354
"1146_10",0.980516
"10977_9",0.824496
"3857_1",0.0233653
"7622_8",0.853691
"2548_7",0.855177
"8602_9",0.830304
"8885_8",0.988008
"472_4",0.610982
"11700_9",0.993685
"10268_3",0.0604043
"7569_10",0.995645
"475_1",0.17398
"4719_1",0.0297388
"8851_3",0.0696114
"6320_10",0.636729
"4290_7",0.437562
"7936_10",0.996323
"4616_1",0.109721
"3616_7",0.850596
"4849_3",0.861265
"3689_7",0.880459
"11224_7",0.827808
"8893_7",0.835498
"11126_7",0.998598
"4816_8",0.989815
"5895_3",0.236313
"9373_1",0.0615619
"2445_3",0.0869312
"556_1",0.00234508
"11855_1",0.0148327
"11346_8",0.964304
"8621_8",0.872138
"10259_3",0.0100649
"2354_3",0.163328
"8477_10",0.863562
"11408_7",0.398626
"8490_1",0.0438514
"175_8",0.76887
"3376_1",0.0255873
"3888_7",0.970465
"11655_2",0.416855
"9630_10",0.675362
"8121_1",0.332773
"10758_4",0.47146
"1979_10",0.970208
"9702_8",0.865168
"1064_1",0.113287
"850_4",0.126679
"1624_1",0.246941
"5885_10",0.894329
"8246_8",0.914565
"4073_7",0.954832
"5116_2",0.0444285
"5379_2",0.512698
"75_1",0.045693
"5895_10",0.494359
"10651_9",0.833876
"1776_7",0.973952
"8500_1",0.0109038
"11026_9",0.526961
"12195_1",0.0898217
"1832_7",0.995801
"11424_8",0.409373
"1744_8",0.997458
"9699_1",0.00079943
"11840_10",0.416658
"8955_1",0.0492413
"1571_4",0.819429
"6434_9",0.999241
"7214_10",0.873128
"153_4",0.831873
"3914_1",0.225989
"5005_8",0.788517
"8283_4",0.492209
"8846_1",0.0122296
"3708_1",0.677107
"5123_10",0.99055
"2868_7",0.627657
"6395_10",0.978146
"5788_4",0.497396
"2380_8",0.904208
"462_7",0.983492
"11697_7",0.997691
"3577_3",0.050229
"5569_4",0.356807
"348_1",0.00367762
"9194_10",0.997284
"1001_4",0.503269
"6869_4",0.278628
"7182_1",0.0998132
"2089_4",0.0121348
"3496_1",0.209981
"938_1",0.0910577
"10325_9",0.72616
"786_10",0.994586
"4562_9",0.924931
"2566_9",0.977513
"10732_3",0.517734
"7621_1",0.408745
"11747_10",0.998747
"11271_4",0.872018
"9057_10",0.984343
"12374_3",0.0109354
"9130_9",0.981753
"9735_3",0.0426878
"4305_7",0.969742
"10477_9",0.990649
"5498_9",0.999313
"4452_8",0.99352
"7993_1",0.0173185
"3245_9",0.999131
"11289_10",0.484549
"2678_10",0.958895
"6836_1",0.00619891
"10936_3",0.00366049
"6870_4",0.118489
"10109_10",0.93756
"9907_7",0.21636
"4801_2",0.0421059
"3684_10",0.995243
"12305_9",0.988787
"530_10",0.831641
"10977_2",0.72116
"9819_10",0.82301
"5057_1",0.0160484
"8703_10",0.94478
"8997_2",0.00954602
"5766_7",0.93536
"9436_8",0.966957
"39_9",0.966053
"6052_4",0.0123941
"9748_9",0.37337
"8395_1",0.0289053
"688_7",0.0397141
"4688_3",0.60303
"6287_3",0.0244054
"1945_8",0.387779
"11830_2",0.162444
"4042_2",0.000316903
"10160_3",0.117352
"2069_4",0.19081
"11039_1",0.0383905
"6675_3",0.319997
"9189_2",0.101259
"3683_10",0.987262
"5536_10",0.988675
"11089_1",0.00420054
"9064_7",0.806634
"2079_1",0.00390272
"648_3",0.0341615
"12300_10",0.978991
"5755_8",0.914405
"3460_1",0.000357528
"151_2",0.150964
"6990_4",0.0470734
"11356_10",0.8772
"3062_2",0.0365021
"4310_1",0.270744
"9393_9",0.817914
"5886_1",0.081229
"7359_10",0.978474
"3210_1",0.00821575
"4689_10",0.651226
"11111_10",0.997963
"1413_3",0.269541
"2502_8",0.877675
"10737_2",0.807722
"6525_10",0.26521
"4416_4",0.00567567
"1705_4",0.443949
"1485_10",0.948354
"4406_9",0.86574
"3365_8",0.893516
"6825_9",0.567177
"9214_1",0.168671
"8171_1",0.801481
"12138_7",0.333741
"2421_8",0.983373
"7727_4",0.00154081
"8236_8",0.940168
"4802_8",0.986545
"5429_2",0.383188
"6584_1",0.0814726
"5429_8",0.94143
"2124_8",0.990226
"11670_3",0.114779
"7527_1",0.025185
"11193_3",0.106586
"3647_10",0.985827
"2084_3",0.0148587
"8481_10",0.985756
"2458_8",0.990839
"8705_1",0.422948
"4919_4",0.163985
"1621_1",0.0127436
"6059_1",0.0154422
"4132_1",0.620473
"10953_9",0.823016
"6692_8",0.997905
"3604_3",0.0640908
"6432_1",0.272106
"10932_8",0.995573
"7248_3",0.664088
"3837_4",0.0713362
"8770_8",0.994453
"12067_7",0.795775
"7351_1",0.106442
"11556_1",0.214219
"8220_1",0.158263
"8008_4",0.094558
"6500_1",0.196909
"8303_4",0.0725224
"6765_10",0.990544
"4701_3",0.708787
"8956_1",0.159359
"11443_8",0.995387
"7119_7",0.616908
"11761_2",0.0486509
"9921_9",0.647967
"2275_9",0.967413
"8849_2",0.11771
"2791_3",0.533224
"9105_10",0.534393
"1991_7",0.934476
"41_9",0.999557
"9259_1",0.0874667
"3785_3",0.4974
"12335_3",0.0177428
"7020_1",0.00281889
"9490_4",0.20409
"11296_1",0.0128445
"7641_2",0.0631101
"8163_7",0.94718
"7342_10",0.810821
"766_8",0.985941
"5399_1",0.00159682
"1565_7",0.967886
"12_9",0.985295
"11574_10",0.969067
"8194_8",0.543911
"6110_10",0.879996
"8108_1",0.0194593
"3852_4",0.156634
"11474_2",0.000982645
"11554_10",0.974642
"1798_3",0.465772
"11814_10",0.999332
"5072_9",0.643726
"4389_10",0.601137
"8148_10",0.963858
"5840_2",0.0893599
"1972_7",0.565182
"10169_3",0.0251192
"8651_1",0.0114976
"6399_3",0.0069724
"8965_1",0.246325
"8853_1",0.020388
"2841_9",0.983955
"6658_1",0.140174
"11515_1",0.147101
"4474_1",0.356265
"8221_10",0.892121
"12204_10",0.90922
"10671_1",0.010231
"7335_3",0.0489864
"4050_3",0.268143
"9465_8",0.936362
"11620_8",0.993949
"11998_8",0.973261
"11188_2",0.590242
"6656_1",0.000921585
"3416_4",0.0745327
"11558_9",0.988432
"2752_4",0.107942
"10330_9",0.607351
"9323_7",0.994034
"12232_4",0.0309627
"5699_7",0.914514
"1020_2",0.638443
"1161_1",0.0106307
"10187_10",0.986044
"4585_10",0.0760325
"7570_10",0.872975
"9752_1",0.27123
"4956_1",0.00517611
"1355_2",0.100461
"10456_1",0.0741532
"8757_10",0.961691
"2286_3",0.00313594
"1297_7",0.432471
"5326_8",0.996701
"11535_10",0.978731
"4783_10",0.913475
"4292_2",0.0222196
"2856_1",0.00289389
"450_10",0.944235
"9611_1",0.637279
"2403_1",0.290313
"2037_7",0.990014
"9580_1",0.172968
"1694_7",0.925409
"11385_10",0.975485
"493_1",0.0322572
"9013_10",0.922423
"11235_3",0.85258
"10793_3",0.0450958
"2197_10",0.990738
"1887_2",0.0397796
"6617_7",0.849496
"12028_1",0.0115172
"5413_1",0.0249374
"1134_1",0.0403181
"1290_2",0.0973744
"12241_8",0.339856
"965_3",0.17036
"2044_10",0.990835
"7782_10",0.772103
"6087_4",0.530687
"3600_2",0.562826
"1588_3",0.0837024
"10421_8",0.305756
"3390_10",0.932265
"6531_1",0.0252967
"9792_10",0.97022
"3755_9",0.973034
"11471_7",0.716915
"10427_10",0.980864
"4011_3",0.652139
"8784_7",0.246354
"10714_9",0.998033
"6031_9",0.44532
"8130_10",0.990142
"4772_9",0.0751465
"6599_7",0.703138
"11335_2",0.00642
"6412_1",0.00561065
"998_7",0.992153
"9542_10",0.992458
"1490_3",0.284494
"4142_10",0.97702
"8371_10",0.994292
"5457_8",0.996486
"5001_8",0.68076
"150_9",0.993618
"8487_10",0.919849
"10024_3",0.0104119
"3687_8",0.90952
"6171_10",0.978261
"5462_8",0.981828
"1372_4",0.260963
"7361_8",0.462365
"1030_9",0.952132
"3341_8",0.242004
"7677_2",0.00212993
"6584_7",0.976013
"2372_10",0.855117
"5898_9",0.970945
"7370_7",0.390334
"3018_9",0.997183
"4899_9",0.88381
"2385_4",0.329852
"8433_9",0.992204
"1989_8",0.624111
"10401_7",0.877961
"5668_1",0.0676496
"11516_3",0.00951833
"12419_1",0.0323508
"5402_7",0.572203
"10537_9",0.9628
"117_10",0.989111
"6756_4",0.35413
"4051_3",0.0426016
"9687_10",0.928455
"11011_2",4.33312e-05
"8460_8",0.555323
"5155_3",0.100378
"2473_2",0.0452228
"4074_1",0.004211
"4730_10",0.996096
"5310_2",0.0140278
"6630_10",0.972352
"4363_1",0.00042247
"1022_3",0.849041
"8247_10",0.979642
"7437_10",0.856057
"3846_7",0.955605
"7298_1",0.0138705
"11955_4",0.154036
"9448_10",0.58865
"142_1",0.0017998
"2260_3",0.0115725
"9012_4",0.183407
"5321_9",0.642234
"527_10",0.933794
"2898_3",0.00626156
"12302_9",0.993884
"1463_4",0.601083
"5278_1",0.00461376
"6450_1",0.118991
"9704_1",0.196503
"2673_2",0.00621017
"10175_2",0.0113612
"8006_2",0.94894
"9492_4",0.304502
"4595_3",0.785063
"9499_2",0.0201569
"7869_1",0.00226123
"4047_10",0.980355
"4962_7",0.900296
"4052_2",0.0293473
"1423_10",0.844347
"7376_2",0.109198
"1067_9",0.811509
"3289_1",0.695893
"5780_9",0.171025
"2965_2",0.0686889
"4127_10",0.953134
"10156_3",0.00903897
"11164_1",0.0105751
"1422_10",0.930652
"9470_4",0.501904
"7733_3",0.378524
"3814_3",0.0854381
"9900_1",0.0316692
"5363_3",0.0350917
"2878_7",0.488575
"11647_2",0.133305
"1729_1",0.61315
"2263_1",0.801046
"11707_2",0.0243618
"10722_7",0.985336
"6321_9",0.897985
"7339_10",0.97044
"8003_9",0.968598
"11009_10",0.659031
"9458_1",0.0467966
"10359_1",0.00676644
"5530_3",0.264143
"3377_9",0.977525
"2256_9",0.912386
"9036_1",0.11603
"7621_7",0.138145
"9992_4",0.686462
"1004_10",0.932126
"6339_3",0.124525
"5554_10",0.974656
"10128_10",0.912848
"4540_10",0.95161
"1410_7",0.898916
"7072_1",0.0156105
"4324_4",0.183443
"9611_7",0.752165
"7571_10",0.98424
"11337_1",0.0116531
"1169_1",0.0537323
"10881_4",0.00194958
"8782_4",0.0693324
"5357_10",0.998702
"9318_7",0.979473
"9071_3",0.932922
"485_4",0.706046
"3164_2",0.184172
"1343_10",0.965308
"571_10",0.99583
"6749_10",0.837439
"1945_4",0.00957686
"8132_3",0.00723334
"12380_4",0.0190731
"11183_4",0.646452
"10526_10",0.892998
"7234_10",0.964762
"3054_7",0.870141
"5217_1",0.000340546
"7106_8",0.138975
"11043_10",0.998957
"8447_2",0.0629389
"9744_10",0.93444
"10638_9",0.981528
"8778_10",0.980057
"3666_9",0.977065
"4223_10",0.991511
"1642_2",0.303656
"10541_8",0.491946
"8067_1",0.0661607
"11116_10",0.894686
"8701_1",0.265374
"6422_8",0.944879
"9168_1",0.00189637
"4130_1",0.0376969
"8492_1",0.0345833
"6430_3",0.0217662
"9306_8",0.902335
"10487_7",0.478374
"6687_1",0.0481904
"11869_1",0.00967327
"9224_10",0.958685
"1625_9",0.977505
"8651_7",0.871013
"3702_4",0.311743
"4470_7",0.898893
"31_4",0.0760763
"11316_10",0.982138
"5961_8",0.975842
"4428_2",0.232237
"2540_4",0.322034
"4855_2",0.992172
"9997_2",0.00196432
"12214_2",0.00964222
"12383_2",0.0413312
"12344_4",0.885734
"8147_10",0.980027
"2019_10",0.919272
"8161_3",0.0616597
"7312_10",0.549471
"9310_8",0.114806
"11966_1",0.0275488
"8962_1",0.0123607
"5661_4",0.103299
"5765_4",0.0144165
"10934_8",0.97972
"5801_9",0.475993
"190_2",0.236521
"880_8",0.953674
"10677_10",0.852508
"10520_10",0.951616
"6697_7",0.191959
"11582_1",0.0358561
"1986_1",0.068159
"6021_4",0.18141
"7220_8",0.69422
"5870_1",0.019503
"1459_7",0.549386
"1733_8",0.949194
"7060_9",0.970337
"5249_9",0.937446
"8845_9",0.998556
"10133_8",0.864944
"3041_9",0.749281
"11504_1",0.764399
"6261_8",0.942811
"2942_10",0.989409
"5522_10",0.773869
"4260_8",0.830533
"1600_2",0.221518
"1698_10",0.830911
"5823_10",0.722885
"2413_9",0.987035
"7316_9",0.569497
"5963_2",0.00197176
"9960_10",0.987574
"6014_9",0.953704
"2357_4",0.100086
"9788_10",0.126272
"8100_2",0.0151991
"4099_9",0.144809
"10894_2",0.00263793
"7940_1",0.0134184
"3605_4",0.255496
"11270_3",0.368631
"2306_8",0.983766
"3825_10",0.954681
"161_7",0.271114
"12121_9",0.167526
"7916_10",0.863838
"10598_4",0.0477333
"3484_10",0.976566
"8967_1",0.0332406
"4005_2",0.248185
"10355_4",0.379904
"5215_10",0.817654
"943_3",0.00153011
"11786_10",0.851442
"5938_2",0.0159015
"998_2",0.0187075
"4333_4",0.0163457
"6606_9",0.52601
"5251_2",0.0975114
"4152_4",0.379229
"3148_2",0.377794
"3344_7",0.816108
"9832_3",0.160856
"2689_3",0.478051
"3400_10",0.983445
"4000_4",0.422537
"3934_3",0.152397
"9014_9",0.189109
"2339_9",0.913415
"8833_1",0.0656337
"10197_8",0.990563
"8811_1",0.499911
"1805_7",0.947045
"2238_7",0.831824
"2487_9",0.551258
"1737_1",0.00611882
"4085_2",0.044789
"5665_10",0.888963
"9721_4",0.0932956
"10577_9",0.942251
"8892_7",0.43782
"4503_10",0.999639
"9348_3",0.00146204
"10382_10",0.88867
"8339_3",0.0270232
"5199_10",0.995751
"1897_1",0.0524988
"3578_9",0.993311
"9192_7",0.584114
"12154_2",0.0175439
"5089_2",0.00187834
"8988_7",0.26962
"10170_8",0.522939
"6690_8",0.963951
"2549_2",0.00810075
"6546_3",0.113572
"5283_2",0.00646602
"8131_9",0.919875
"4745_8",0.957121
"7251_1",0.0657448
"1829_8",0.985835
"11922_9",0.990006
"10322_1",0.140795
"3163_4",0.0755183
"11849_9",0.993565
"11809_10",0.979684
"1275_3",0.487231
"11694_4",0.186547
"12112_8",0.22425
"11212_4",0.361288
"5124_10",0.572785
"5362_2",0.000316628
"2680_9",0.984855
"11181_4",0.919136
"4345_1",0.0994106
"8916_7",0.954654
"10042_8",0.918075
"10324_8",0.68248
"4425_3",0.953588
"9133_3",0.856956
"11028_10",0.956218
"1941_7",0.214697
"10142_3",0.0671189
"4572_1",0.143098
"10512_1",0.00386949
"7180_7",0.159519
"3948_1",0.0163434
"1238_4",0.187201
"5269_9",0.51288
"12346_8",0.833657
"11481_4",0.568446
"1943_3",0.00410762
"4742_1",0.0296519
"2433_1",0.127751
"4422_3",0.13659
"342_1",0.0419427
"736_8",0.457693
"3036_10",0.258901
"9336_7",0.718072
"9205_1",0.000281555
"9923_8",0.994177
"8875_2",0.017474
